Itemid,Itemcode,Itemname,Price,Category1,Category2,Category3,Category4,Brand,SoldQuantity,TotalAmount
6305,25463,,23.51,EV,ELEKTRIK-ELEKTRONIK,ELEKTRONIK,ELEKTRONIK ALETLER,SNOPY,220,10066.90
13018,13967,,56.61,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,TUTKU,220,9806.06
24480,40602,KITAP ULKUCU TURK MILLIYETCILIGI ,32.48,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,9415.64
23603,40106,,69.80,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,7424.47
25664,36666,MARLA JF 1-2-3-4 STICKER 20 LI ,64.36,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,7417.66
6470,25653,ALLAHIM GUC VER BANA,128.99,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,7052.20
17730,28092,KABIRDE ILK GECE-3 / CEHENNEM YOLCULARI,17.05,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,6855.09
8194,28819,DONE DONE KARACAOGLAN,4.55,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,6328.37
8383,25826,GECE GELEN OLUM,86.44,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,5940.78
1,5,,108.02,EV,ELEKTRIK-ELEKTRONIK,PIL,PIL,KODAK,220,5180.85
15352,24685,150 JUMBO NISA SAKLAMA,48.29,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,5061.02
17695,28050,SATRANC CINAYETLERI / CEP,30.65,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,4888.39
19910,31240,BOS DVD 5  LI ,53.96,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,4874.36
23026,44829,PIR AHMET YESEVI,51.71,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,4825.93
12915,26119,GUZEL PRESNSES CIKARTMA VE AKTIVITE KITABI,14.64,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,4703.61
22973,44776,BASARIYORUM,47.24,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,4653.19
26768,37504,,74.21,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,BERRAK,220,4189.75
23658,40178,KASLARIM LASTIKTEN DAHA MI ESNEK?,7.53,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,3850.59
25389,41311,ONA RUHUMUN YARALI OLDUGUNU SOYLEYIN,18.07,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,3757.95
13630,24007,,34.47,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,PENTI,220,3471.16
15022,18560,,37.87,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,DURU,220,3253.62
20219,20159,CTONA METAL KALEM TRAS,258.61,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,3043.05
2085,3378,SERVE CREATIVE VERSATIL KALEM 0.7,187.54,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,2804.44
18357,30931,,139.77,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,MUJDE,220,2448.23
23926,35755,FATIH LALEZAR KURSUN KALEM,39.18,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,2375.13
23956,35788,KURANI KERIM MEAL TÜRKÇE CEP BOY / SEFA,13.20,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,2245.80
9891,10472,MARLA DY-334 GULENYUZ KALEMTRAS,126.77,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,1900.88
15205,18810,ADEL 685 KALEM TRAS,65.85,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,1824.75
20014,31371,PIKALEMUN HATIRA DEFTERI KUTULU KILITLI  ,12.76,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,1821.66
18033,30501,TEKNIK PROJE CANTASI 38X55 FERMUARLI ,45.03,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,1616.11
17682,28037,,8.49,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,1566.72
84,216,YEDEKLI METAL KALEMTRAS,24.27,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,1472.55
21446,44429,CANTA BOY YASIN 5 RENK ARAPCA/AYFA,1.20,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,1463.33
14433,26378,KOMEX A5 PP KAPAKLI 100 YP KARELI DEFTER,8.17,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,1328.28
12017,5215,PELIKAN MYPEN TUKENMEZ K. SIYAH,119.76,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,1308.69
19276,28365,MOR.AJ.FB ETIKET 006,27.40,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,601.28
17302,33002,MOR.AJ.ROKET SILGI GS,12.53,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,347.58
9544,16550,,1.21,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,TENCERE,JAGLER,219,85487.76
20791,34203,,25.55,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,219,35084.00
17867,28259,,49.89,EV,ELEKTRIK-ELEKTRONIK,ELEKTRONIK,ELEKTRONIK ALETLER,ADDISON,219,32484.57
11650,11920,,37.29,EV,ELEKTRIK-ELEKTRONIK,PIL,SARJLI PIL,DURACELL,219,32163.23
948,2251,,31.75,KOZMETIK,AGIZ BAKIM,DIS FIRCALARI-IPLER,FIRCALAR,ORAL B,219,29845.67
14503,26470,,7.56,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,219,23461.27
24131,35344,,28.58,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,219,19633.86
10176,10940,LYRA KURUBOYA 12RENK TAMBOY ,39.06,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,219,16585.38
5325,5947,,14.25,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,219,16439.53
20917,34406,,74.21,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,219,16095.18
24705,40952,,7.75,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,219,13188.90
7885,7035,,69.55,EV,ELEKTRIK-ELEKTRONIK,ELEKTRIK,AMPUL,FUJIKA,219,10433.61
25148,36550,,139.83,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,219,10231.73
12658,21987,,112.21,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAYDANLIK,PASA BAHCE,219,9953.49
16158,29662,ADEL KURSUN KALEM SILGILI*12,111.36,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,219,9299.24
26563,37216,,156.54,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAM TABAK,PASA BAHCE,219,9021.67
26031,37116,,62.28,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,PLASTIK PIKNIK SETI,PIKNIK,219,8995.81
6367,25534,YERALTI MAĞARASI-TUHAF ARTEMIUS,19.39,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,219,8936.11
23154,45000,KITAP AKILLI BILGINLER - DUNYA ,5.79,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,219,8745.20
25444,41394,OGLUMU YETISTIRIYORUM ,6.91,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,219,8529.00
19528,43178,GIPTA 1705 A4 PP 60 YP KARELI DEFTER MICA,46.05,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,219,7479.37
25419,41345,KUKININ GUNLUGU TUVALETTE OKUMAK YASAK,23.73,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,219,6512.47
14000,29154,,2.91,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,DIGER KUPA,PENGUEN,219,6472.01
13008,13957,,78.41,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,TUTKU,219,6430.55
26005,37088,SEZEN VE SEZER'LE CILGIN HABERLER-KIRMIZI,20.71,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,219,6366.49
21871,39395,,38.59,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,PENTI,219,6170.10
15988,27440,FELSEFENIN TEMEL ILKELERI ,92.91,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,219,5855.64
20744,34124,,6.78,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,PLASTIK TABAK,TOFITA,219,5548.17
3911,15787,MIKRO A7 LASTIKLI NOT DEFTERI 999,68.17,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,219,5165.20
8262,28900,DUNYA'NIN EN BUYUK SIRRI (BUYUK BOY),9.17,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,219,4976.65
17896,28299,,131.90,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,JIBER,219,4890.37
17569,27881,KITAP BIR AMAC ICIN YASAMAK,53.18,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,219,4791.65
24430,40552,KITAP ITIRAFLARIM / VENEDIK,49.50,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,219,4730.86
12341,5704,,30.10,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,STREC FILM,TOFITA,219,4709.92
15404,24754,TASAVVUFTA KADIN,93.47,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,219,4603.11
5966,22773,,23.59,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,219,4201.69
24737,40984,,187.54,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,219,3869.58
2371,8022,TASYARATIKLAR-LUNAPARKTA,22.27,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,219,3815.06
8378,25821,EN GUZEL OGRENCI FIKRALARI,69.83,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,219,3734.09
24950,36295,TEMAT RENKLİ ATAŞ,7.22,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,219,2934.42
11240,17171,KIRTA.100/1 A-4 HARITA METOD DEFTERI,63.78,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,219,2457.22
10249,11078,AIHAO AH 2031 TUKENMEZ YESIL ACIK,8.19,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,219,1516.09
19469,43082,,7.94,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,GUNES,219,1466.51
26871,37700,TICON 12 RENK KURUBOYA TAM BOY,24.16,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,219,1397.73
19202,33798,ADEL VERSATIL AUTO 065 ,97.83,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,219,1349.63
13438,18241,404 YAPISTIRICI 19GR SOLVENTSIZ*25,26.70,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,219,1239.39
13102,14097,AIHAO AH 2031 TUKENMEZ TURUNCU,7.35,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,219,1146.13
17590,27916,GIPTA OFICA F2702 TAMIR BANDI 50MMX10MT,1.91,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,219,1003.99
10353,11266,G219 GXIN TAHTA KALEMI CIFT TARAFLI YESIL SIYAH,11.82,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,219,718.69
4306,12436,KUM KALEMTRAS 1980,3.81,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,219,419.03
18172,30695,KIRTA.60/0 A-5 LISE DEFTERI,2.42,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,219,414.14
5936,22736,,4.79,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAYDANLIK,SILA,218,59038.60
3675,15249,,10.06,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,DIGER PLASTIK EV GERECLERI,PAREX,218,37927.47
5273,5892,,11.17,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAM TABAK,PASA BAHCE,218,19281.14
25494,41505,,51.95,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,218,17836.25
20673,34030,,7.14,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,218,17284.63
4302,12431,,86.66,KOZMETIK,SAC BAKIM,SAC BOYALARI,KIT BOYALAR,KOLESTON,218,14534.57
9288,16113,SERVE STEPS SILGILI KALEM TRAS,9.27,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,218,14140.56
15428,24780,,60.97,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,218,13845.90
13456,23678,,76.72,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,TUTKU,218,13578.47
12726,22098,,81.04,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,KALIP,UDAG,218,13060.63
7482,23017,,108.09,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,218,10821.88
15059,18625,,56.72,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,PENTI,218,10199.49
1875,3056,,72.90,KOZMETIK,DUS-BANYO,KATI SABUNLAR,DUS SABUNU,DALAN,218,9386.88
25265,41133,AZRA,149.61,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,218,9318.24
17734,28096,KITAP NORAH UNLU OLMAK UZEREYIM,265.87,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,218,9223.84
25227,41023,SANATCININ GENC ADAM PORTRESI ,19.13,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,218,8643.76
12379,21597,MARLA OFIS SETI,48.10,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,218,8146.17
17213,32851,,7.32,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,218,7854.63
